_id_x;ID;APT;COMUNE_CODICE;COMUNE;DENOMINAZIONE;TIPOLOGIA;CATEGORIA;INDIRIZZO;FRAZIONE;CAP;PROV;TELEFONO;TELEFONO2;FAX;WEB;EMAIL;COORDX;COORDY;TOTALE_UNITA;TOTALE_LETTI;TOTALE_BAGNI;geometry;_id_y;CODICE;COD_ISTAT;DESCRIZIONE
2291;18474;9;54039;PERUGIA;DA CLAUDIA VICINO AL CENTRO;Bed & Breakfast;Bed & Breakfast;Via A. Vivaldi 7;;06124;PG;347 5569027;;;www.airbnb.it/rooms/6496998;claudia.fratini2012@libero.it;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);9;9;541106;PERUGINO
2292;13547;9;54039;PERUGIA;DA MARCELLO;Bed & Breakfast;Bed & Breakfast;Via dei Priori 48;;06123;PG;075 5736304;075 5722671;075 5722671;www.albergoanna.it;info@albergoanna.it;2307376.09003;4776587.41313;3;8;2;POINT (2307376.09003 4776587.41313);9;9;541106;PERUGINO
2293;18086;9;54039;PERUGIA;DA RENATA E MASSIMO;Affittacamere;Affittacamere;Via Campo di Marte 4/M/1;;06124;PG;334 382 328 7;;;;r.lioy@hotmail.it;1956886.0;5128102.0;2;4;1;POINT (1956886 5128102);9;9;541106;PERUGINO
2294;14780;9;54039;PERUGIA;DE RERUM NATURA;Bed & Breakfast;Bed & Breakfast;Str. San Marino 2;PONTE RIO;06125;PG;075 44350;349 455 1083;;;info@dererum-natura.com;2307042.66656;4778734.825;3;5;3;POINT (2307042.66656 4778734.825);9;9;541106;PERUGINO
2295;5917;9;54039;PERUGIA;DECO HOTEL;Albergo;4 stelle;Via Del  Pastificio 8;PONTE SAN GIOVANNI;06135;PG;075 5990950;;075 5990970;www.decohotel.it;info@decohotel.it;2312118.5942700002;4774055.83373;35;65;35;POINT (2312118.59427 4774055.83373);9;9;541106;PERUGINO
2296;17794;9;54039;PERUGIA;DENTROCASAMIA;Affittacamere;Affittacamere;Via degli Offici 8;;06123;PG;340 7973171;;;www.dentrocasamia.it;info@dentrocasamia.it;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);9;9;541106;PERUGINO
2297;18456;9;54039;PERUGIA;DENTROCASAMIA BARTOLO;Affittacamere;Affittacamere;Via Bartolo 46;;06122;PG;328 2033581;;;wwww.dentrocasamia.it;info@dentrocasamia.it;1956886.0;5128102.0;2;6;2;POINT (1956886 5128102);9;9;541106;PERUGINO
2298;18556;9;54039;PERUGIA;DIANA HOUSE;Bed & Breakfast;Bed & Breakfast;Via Lombardia 23;RIPA;06134;PG;338 5898029;338 8185875;;www.dianahouse.it;info@dianahouse.it;1956886.0;5128102.0;3;6;3;POINT (1956886 5128102);9;9;541106;PERUGINO
2299;13185;9;54039;PERUGIA;DOMO;Albergo;4 stelle;Via dell' Ingegneria 19;;06125;PG;075 5004871;;075 5004871;www.domo.bz;domo@domo.bz;2304356.1137099997;4777726.31266;12;24;12;POINT (2304356.11371 4777726.31266);9;9;541106;PERUGINO
2300;6106;9;54039;PERUGIA;DOMUS VOLUMNIA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via Assisana 49;;06135;PG;075 393032;329 6915815;075 393032;www.domusvolumnia.it;info@domusvolumnia.it;2309778.03307362;4774153.37580188;7;22;7;POINT (2309778.03307362 4774153.37580188);9;9;541106;PERUGINO
2301;5967;9;54039;PERUGIA;ETRUSCAN CHOCOHOTEL;Albergo;3 stelle;Via Campo di Marte 134;;06124;PG;075 5837314;;075 5837314;www.chocohotel.it;etruscan@chocohotel.it;2307165.9916;4775166.86783;94;188;94;POINT (2307165.9916 4775166.86783);9;9;541106;PERUGINO
2302;6075;9;54039;PERUGIA;FATTORIA DEI COMIGNOLI;Agriturismo;5 spighe;Via Umbria 1/A;SAN MARTINO IN COLLE;06132;PG;075 607120;335 6246927;075 607120;www.fattoriadeicomignoli.com;"info@fattoriadeicomignoli.com;fattoriadeicomignoli@virgilio.it";2305479.83074;4768292.30243;4;10;7;POINT (2305479.83074 4768292.30243);9;9;541106;PERUGINO
2303;16214;9;54039;PERUGIA;FONTANABELLA;Bed & Breakfast;Bed & Breakfast;Via Col di Lana 82;OLMO;06132;PG;075 5179326;333 6912639;;www.fontanabella.it;fontanabella@fontanabella.it;2303193.2146799997;4777000.126619999;3;5;2;POINT (2303193.21468 4777000.126619999);9;9;541106;PERUGINO
2304;17823;9;54039;PERUGIA;FRATELLO SOLE E SORELLA LUNA;Bed & Breakfast;Bed & Breakfast;Via Tarquinia 40;;06126;PG;075 5051103;339 3979313;;;solelunaperugia@gmail.com;1956886.0;5128102.0;3;6;3;POINT (1956886 5128102);9;9;541106;PERUGINO
2305;11061;9;54039;PERUGIA;FREE TIME;Bed & Breakfast;Bed & Breakfast;Via del Tempo Libero 77;;06125;PG;075 5008360;329 7213940;075 5008360;;freetimeperugia@yahoo.it;2304362.77302;4776325.55953;1;3;1;POINT (2304362.77302 4776325.55953);9;9;541106;PERUGINO
2306;13445;9;54039;PERUGIA;GARDEN - HOUSE;Bed & Breakfast;Bed & Breakfast;Via Boncambi 29;;06123;PG;348 4742159;075 5735643;;www.gardenhouseperugia.com;gardenhouseperugia@gmail.com;2307465.43049;4776469.67851;3;6;3;POINT (2307465.43049 4776469.67851);9;9;541106;PERUGINO
2307;17956;9;54039;PERUGIA;GHIRLANDA;Bed & Breakfast;Bed & Breakfast;Via Bontempi 24;;06122;PG;366 213 991 7;;;www.ghirlandabb.it;info@ghirlandabb.it;1956886.0;5128102.0;3;6;2;POINT (1956886 5128102);9;9;541106;PERUGINO
2308;5957;9;54039;PERUGIA;GIUSY;Albergo;1 stella;Via Firenze 88;FERRO DI CAVALLO;06127;PG;075 5051221;075 5007521;075 5011722;;hotelgiusy@hotmail.it;2304531.4956099996;4775640.42183;10;19;10;POINT (2304531.49561 4775640.42183);9;9;541106;PERUGINO
2309;18332;9;54039;PERUGIA;GLI OLEANDRI;Bed & Breakfast;Bed & Breakfast;Via della Vignaccia 5;;06131;PG;338 7229857;075 40604;;;;1956886.0;5128102.0;2;4;2;POINT (1956886 5128102);9;9;541106;PERUGINO
2310;6024;9;54039;PERUGIA;GOLF HOTEL QUATTROTORRI;Albergo;4 stelle;Via Corcianese 260;;06132;PG;075 5171722;;075 5171707;www.hotelquattrotorriperugia.com;info@hotelquattrotorriperugia.com;2301682.6065599998;4774994.06453;118;236;118;POINT (2301682.60656 4774994.06453);9;9;541106;PERUGINO
2311;18033;9;54039;PERUGIA;HOTEL & RESIDENCE CENTOVA;Albergo;3 stelle;Via Enrico Berlinguer 1/B;;06128;PG;075 5011314;;075 5011324;www.hotelcentovaperugia.com;info@hotelcentovaperugia.com;1956886.0;5128102.0;17;43;18;POINT (1956886 5128102);9;9;541106;PERUGINO
2312;5923;9;54039;PERUGIA;HOTEL ASTOR;Albergo;2 stelle;Piazza Vittorio Veneto 1;;06124;PG;075 5006843;;075 5006844;www.hotelastorperugia.it;info@hotelastorperugia.it;2306515.97535;4775744.13311;34;70;36;POINT (2306515.97535 4775744.13311);9;9;541106;PERUGINO
2313;5936;9;54039;PERUGIA;HOTEL AUGUSTA;Albergo;3 stelle;Via dei Prati 5;PONTE SAN GIOVANNI;06135;PG;075 5990033;;075 5996449;www.hotelaugusta.it;info@hotelaugusta.it;2310895.43231;4773638.88982;32;61;32;POINT (2310895.43231 4773638.88982);9;9;541106;PERUGINO
2314;5916;9;54039;PERUGIA;HOTEL BARONE;Albergo;3 stelle;Via Tuderte 20/p;;06126;PG;075 5837650;;075 5837651;www.hotelbaroneperugia.it;hbpg@econet.it;2308261.98675;4773739.22875;16;32;16;POINT (2308261.98675 4773739.22875);9;9;541106;PERUGINO
2315;9087;9;54039;PERUGIA;HOTEL BONAZZI;Albergo;3 stelle;Via Luigi Bonazzi 55;;06121;PG;075 5727701;;075 5737294;www.bonazzihotel.it;bonazzihotel@tiscali.it;2307403.38550015;4776185.17360033;9;20;9;POINT (2307403.38550015 4776185.17360033);9;9;541106;PERUGINO
2316;5913;9;54039;PERUGIA;HOTEL BRUFANI PALACE;Albergo;5 stelle lusso;Piazza Italia 12;;06121;PG;075 5732541;;075 5720210;"www.sinahotels.com;www.brufanipalace.it";"gmbrufani@sinahotels.com;groupsbru@sinahotels.com";2307460.76398;4776168.52278;94;187;96;POINT (2307460.76398 4776168.52278);9;9;541106;PERUGINO
2317;5954;9;54039;PERUGIA;HOTEL EDEN;Albergo;3 stelle;Via C.Caporali 9;;06123;PG;075 5728102;;075 5720342;www.hoteleden.perugia.it;info@hoteleden.perugia.it;2307398.52295;4776252.82583;12;17;12;POINT (2307398.52295 4776252.82583);9;9;541106;PERUGINO
2318;6578;9;54039;PERUGIA;HOTEL EUROPA;Albergo;3 stelle;Viale Pompeo Pellini 19;;06124;PG;075 5726883;; 075 5735856;www.hoteleuropapg.com;info@hoteleuropapg.com;2307122.75877983;4776525.87646904;13;25;13;POINT (2307122.75877983 4776525.87646904);9;9;541106;PERUGINO
2319;5894;9;54039;PERUGIA;HOTEL GIO'  WINE E JAZZ AREA - PERUGIA CENTRO CONGRESSI;Albergo;4 stelle;Via  R. D'Andreotto 19/a;;06124;PG;075 5731100;;075 5731100;www.hotelgio.it;reception@hotelgio.it;2306540.5606400003;4776562.1696;206;402;206;POINT (2306540.56064 4776562.1696);9;9;541106;PERUGINO
2320;5926;9;54039;PERUGIA;HOTEL ILGO;Albergo;3 stelle;Via Agostino di Duccio 1;;06126;PG;075 5736641;;075 5720720;www.hotelilgo.com;info@hotelilgo.com;2308763.10376;4776870.98959;80;160;80;POINT (2308763.10376 4776870.98959);9;9;541106;PERUGINO
2321;5940;9;54039;PERUGIA;HOTEL IRIS;Albergo;2 stelle;Via Marconi 37;;06121;PG;075 5720259;;075 5720259;www.hotelirispg.com;info@hotelirispg.com;2307575.83651;4776050.043740001;13;24;14;POINT (2307575.83651 4776050.043740001);9;9;541106;PERUGINO
2322;5942;9;54039;PERUGIA;HOTEL MANZONI;Albergo;2 stelle;Via Manzoni 170;PONTE SAN GIOVANNI;06135;PG;075 394847;;075 397194;www.manzonihotel.it;manzonihotel@libero.it;2311478.9725;4774101.36928;22;66;22;POINT (2311478.9725 4774101.36928);9;9;541106;PERUGINO
2323;5945;9;54039;PERUGIA;HOTEL PRIORI;Albergo;3 stelle;Via Vermiglioli 3;;06123;PG;075 5723378;;075 5729155;www.hotelpriori.it;hotel.priori@gmail.com;2307416.36942;4776539.57529;54;98;54;POINT (2307416.36942 4776539.57529);9;9;541106;PERUGINO
2324;6071;9;54039;PERUGIA;HOTEL ROSALBA;Albergo;2 stelle;Via del Circo 7;;06121;PG;075 5728285;370 3333991;075 5728285;www.hotelrosalbaperugia.com;info@hotelrosalbaperugia.com;2307459.6109700003;4776074.91369;11;18;11;POINT (2307459.61097 4776074.91369);9;9;541106;PERUGINO
2325;5941;9;54039;PERUGIA;HOTEL S. ERCOLANO;Albergo;2 stelle;Via del Bovaro 9;;06122;PG;075 5724650;;075 5724650;www.santercolano.com;s_ercolano@yahoo.it;2307648.59926;4776183.6495900005;15;30;15;POINT (2307648.59926 4776183.649590001);9;9;541106;PERUGINO
2326;5952;9;54039;PERUGIA;HOTEL SACRO CUORE;Albergo;2 stelle;Via del Brozzo 12;;06126;PG;075 33141/42;;075 5839433;www.hotelsacrocuore.com;info@hotelsacrocuore.com;2308779.6076700003;4773495.44016;64;122;64;POINT (2308779.60767 4773495.44016);9;9;541106;PERUGINO
2327;5948;9;54039;PERUGIA;HOTEL SIGNA;Albergo;2 stelle;Via del Grillo 9;;06121;PG;075 5724180;0;075 5724180;www.hotelsigna.it;hotelsigna@alice.it;2307846.82338;4775778.50499;22;39;22;POINT (2307846.82338 4775778.50499);9;9;541106;PERUGINO
2328;5933;9;54039;PERUGIA;HOTEL TEVERE;Albergo;3 stelle;Via M. Bochi 14;PONTE SAN GIOVANNI;06135;PG;075 394341;;075 394341;www.hoteltevereperugia.com;mail@tevere.it;2312131.36695;4773798.93606;49;87;49;POINT (2312131.36695 4773798.93606);9;9;541106;PERUGINO
2329;5934;9;54039;PERUGIA;HOTEL TIRRENUS;Albergo;3 stelle;Via Tuderte 75/O;MONTEBELLO;06126;PG;075 38200;;075 388262;www.hoteltirrenus.it;info@hoteltirrenus.it;2308351.8912400003;4772584.59531;42;72;42;POINT (2308351.89124 4772584.59531);9;9;541106;PERUGINO
2330;5950;9;54039;PERUGIA;HOTEL UMBRIA;Albergo;2 stelle;Via Boncambi 37;;06123;PG;075 5721203;;075 5737952;www.hotel-umbria.com;info@hotel-umbria.com;2307451.3619999997;4776466.146000001;17;23;17;POINT (2307451.362 4776466.146000001);9;9;541106;PERUGINO
2331;17391;9;54039;PERUGIA;HOUSE VOLUMNIA;Affittacamere;Affittacamere;Via Volumnia 49;PONTE SAN GIOVANNI;06135;PG;349 8635212;;075 396346;;housevolumnia@gmail.com;1956886.0;5128102.0;4;7;4;POINT (1956886 5128102);9;9;541106;PERUGINO
2332;17958;9;54039;PERUGIA;I COMIGNOLI;Bed & Breakfast;Bed & Breakfast;Via dei Priori 48;;06123;PG;333 1976793;334 3662444;;www.icomignoli.it;info@icomignoli.it;1956886.0;5128102.0;2;4;1;POINT (1956886 5128102);9;9;541106;PERUGINO
2333;5927;9;54039;PERUGIA;I LOGGI;Villaggio-Albergo;3 stelle;Via Lambruschini 69/71;;06126;PG;075 5837607;075 5837608;075 5837609;www.iloggi.altervista.org;iloggi@libero.it;2308929.60658;4772908.13925;15;46;15;POINT (2308929.60658 4772908.13925);9;9;541106;PERUGINO
2334;18508;9;54039;PERUGIA;IDEAL DA FIORELLA;Affittacamere;Affittacamere;Strada Tuderte 1/I;;06126;PG;075 30869;;075 30869;;hotel.ideal@tiscali.it;1956886.0;5128102.0;3;6;3;POINT (1956886 5128102);9;9;541106;PERUGINO
2335;18509;9;54039;PERUGIA;IDEAL DA SONIA;Affittacamere;Affittacamere;Strada Tuderte 1/G;;06126;PG;075 30869;;075 30869;;hotel.ideal@tiscali.it;1956886.0;5128102.0;2;4;2;POINT (1956886 5128102);9;9;541106;PERUGINO
2336;18728;9;54039;PERUGIA;IL BACIO;Bed & Breakfast;Bed & Breakfast;Via Sicilia 7;;06124;PG;334 8182441;;;www.bbilbacio.it;info@bbilbacio.it;1956886.0;5128102.0;3;5;3;POINT (1956886 5128102);9;9;541106;PERUGINO
2337;13999;9;54039;PERUGIA;IL BORGO SULLA COLLINA;Bed & Breakfast;Bed & Breakfast;Via Monte Cervino 40;CIVITELLA BENAZZONE;06134;PG;075 5941130;339 2978221;;www.ilborgosullacollina.it;info@ilborgosullacollina.it;2312799.57115;4786785.8312800005;3;6;3;POINT (2312799.57115 4786785.831280001);9;9;541106;PERUGINO
2338;13218;9;54039;PERUGIA;IL BOSCO;Bed & Breakfast;Bed & Breakfast;Strada dei Palazzi 1/E;BOSCO;06134;PG;347 6125740;075 691838;;;gggiuliani@gmail.com;2314129.4638400003;4781692.82879;1;2;1;POINT (2314129.46384 4781692.82879);9;9;541106;PERUGINO
2339;17751;9;54039;PERUGIA;IL CASALE DI SILLA;Bed & Breakfast;Bed & Breakfast;Strada Compresso 14;COLLE UMBERTO;06133;PG;340 8472553;320 1773921;;www.bandbcasaledisilla.com;casaledisilla@gmail.com;1956886.0;5128102.0;2;4;2;POINT (1956886 5128102);9;9;541106;PERUGINO
2340;5938;9;54039;PERUGIA;IL CASTELLACCIO;Albergo;3 stelle;Strada Eugubina 345;PICCIONE;06134;PG;075 603104;;075 603289;www.albergoilcastellaccio.it;info@albergoilcastellaccio.it;2317971.3707;4784966.46987;19;45;19;POINT (2317971.3707 4784966.46987);9;9;541106;PERUGINO
2341;6085;9;54039;PERUGIA;IL CASTELLARO;Country house;Country house;Str. Ponte Felcino - Ponte Pattoli 44/E;;06134;PG;075 5941166;075 5941113;075 5941166;www.countryhouseilcastellaro.it;info@countryhouseilcastellaro.it;2310935.60971;4782253.96731;10;23;10;POINT (2310935.60971 4782253.96731);9;9;541106;PERUGINO
2342;9781;9;54039;PERUGIA;IL CASTELLO DELL'OCA;Country house;Country house;Str. Pievaiola 283/F;;06132;PG;329 1234406;;;www.countryhouseilcastellodelloca.it;media.marilory@yahoo.it;2299236.66892312;4770980.81561554;32;70;36;POINT (2299236.66892312 4770980.81561554);9;9;541106;PERUGINO
2343;6580;9;54039;PERUGIA;IL CIGNO;Albergo;3 stelle;Via Firenze 84;FERRO DI CAVALLO;06127;PG;075 5051221;;075 5011722;www.paginegialle.it/hotelilcigno;hotelilcigno@hotmail.com;2304549.2272799998;4775674.09114;13;25;13;POINT (2304549.22728 4775674.09114);9;9;541106;PERUGINO
2344;16427;9;54039;PERUGIA;IL CIOCCOLATO;Affittacamere;Affittacamere;Via Umberto Giordano 6;SAN SISTO;06132;PG;075 5270025;340 2974761;;www.bbilcioccolato.it;info@bbilcioccolato.it;1956886.0;5128102.0;2;4;2;POINT (1956886 5128102);9;9;541106;PERUGINO
2345;19553;9;54039;PERUGIA;IL CORTILE DELLE ROSE;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via dei Carpentieri 4/6;PONTE VALLECEPPI;06135;PG;392 6747220;;;;alessandro.palazzetti1@gmail.com;1956886.0;5128102.0;2;12;3;POINT (1956886 5128102);9;9;541106;PERUGINO
2346;6068;9;54039;PERUGIA;IL COVONE;Agriturismo;3 spighe;Via Fratticiola 2;PONTE PATTOLI;06134;PG;392 8689124;075 5941381;;;minataticchi@gmail.com;2310806.9748;4784054.256990001;12;24;11;POINT (2310806.9748 4784054.256990001);9;9;541106;PERUGINO
2347;15218;9;54039;PERUGIA;IL FORABOSCO;Centro soggiorno studi;Centro soggiorno studi;Voc. Forabosco ;COLLESTRADA;06135;PG;328 8912112;;;;eleannarossi@gmail.com;2314867.6514;4773460.52998;7;20;7;POINT (2314867.6514 4773460.52998);9;9;541106;PERUGINO
2348;8263;9;54039;PERUGIA;IL FRANTOIO;Agriturismo;2 spighe;Str. Eugubina 219;BOSCO;06134;PG;075 5917007;338 7063196;;www.agrifrantoio.com;agrifrantoio@gmail.com;2316980.3125593998;4782656.62254271;6;20;9;POINT (2316980.3125594 4782656.62254271);9;9;541106;PERUGINO
2349;6054;9;54039;PERUGIA;IL GERANIO;Agriturismo;5 spighe;Via Mannara 2;PICCIONE;06134;PG;075 603379;347 0810951;;www.ilgeranio.com;info@ilgeranio.com;2316584.472;4784534.70658;9;25;9;POINT (2316584.472 4784534.70658);9;9;541106;PERUGINO
2350;17841;9;54039;PERUGIA;IL GIARDINO DEI GLICINI;Bed & Breakfast;Bed & Breakfast;Strada Castel del Piano - Pila 31/F;;06132;PG;075 5140333;349 6062315;;www.ilgiardinideiglicini.com;info@ilgiardinodeiglicini.it;1956886.0;5128102.0;3;6;3;POINT (1956886 5128102);9;9;541106;PERUGINO
2351;18696;9;54039;PERUGIA;LA CASINA;Bed & Breakfast;Bed & Breakfast;Via Santo Stefano 4;;06123;PG;340 2709233;075 5723582;;;andrea.marchesi.pg@virgilio.it;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);9;9;541106;PERUGINO
2352;8887;9;54039;PERUGIA;IL GIGLIO;Bed & Breakfast;Bed & Breakfast;Str. del Giglio 1/O 12;SAN SISTO;06132;PG;075 527 0240;349 0986 271;075 5270240;www.bebilgiglioperugia.it;silvana.ilgiglio@tiscali.it;2301551.62775741;4772313.80970045;3;6;2;POINT (2301551.62775741 4772313.80970045);9;9;541106;PERUGINO
2353;13197;9;54039;PERUGIA;IL GIRASOLE;Bed & Breakfast;Bed & Breakfast;Strada Rancolfo 18;RANCOLFO;06134;PG;075 604716;335 354176;075 5793008;;girasole.bedandbreakfast@yahoo.it;2278079.31025;4753357.4443;3;8;2;POINT (2278079.31025 4753357.4443);9;9;541106;PERUGINO
2354;7718;9;54039;PERUGIA;IL GIUNCHETO;Agriturismo;3 spighe;Strada Pilonico Paterno 9;;06134;PG;075 6039134;338 3255967;;www.ilgiuncheto.it;casalegiuncheto@gmail.com;2318185.32478214;4781025.78085485;7;19;8;POINT (2318185.32478214 4781025.78085485);9;9;541106;PERUGINO
2355;17177;9;54039;PERUGIA;IL GLICINE;Bed & Breakfast;Bed & Breakfast;Strada Poggio delle Corti - Villa Poggiolo 4;POGGIO DELLE CORTI;06132;PG;075 695818;349 058 674 1;;ilglicinepg.weebly.com;ilglicine.pg@gmail.com;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);9;9;541106;PERUGINO
2356;7027;9;54039;PERUGIA;IL MELOGRANO;Agriturismo;5 spighe;Strada Colle Palazzone 4;;06134;PG;075 602752;347 6052964;075 602752;www.agriturismoilmelograno.com;info@agriturismoilmelograno.com;2318901.83450038;4779329.79160168;11;25;11;POINT (2318901.83450038 4779329.79160168);9;9;541106;PERUGINO
2357;18792;9;54039;PERUGIA;IL MONDO DI EVA;Bed & Breakfast;Bed & Breakfast;Via Campo di Marte 14;;06124;PG;391 4882093;;;www.ilmondodievabedandbreakfast.it;ilmondodieva.perugia@gmail.com;1956886.0;5128102.0;2;4;2;POINT (1956886 5128102);9;9;541106;PERUGINO
2358;8933;9;54039;PERUGIA;IL MORO;Country house;Country house;Str. Torrente Mussino - Fraz. Sant'Orfeto 5;;06134;PG;075 6940126;380 7937642;075 6940126;www.ilmorocountryhouse.com;ilmorocountryhouse@libero.it;2308877.1256684;4792998.75775269;11;57;11;POINT (2308877.1256684 4792998.75775269);9;9;541106;PERUGINO
2359;14593;9;54039;PERUGIA;IL NIDO DELLA COLOMBA;Bed & Breakfast;Bed & Breakfast;Via Guerriera 4;;06121;PG;075 5736781;348 8688973;;;vitorusso47@gmail.com;2307653.46438;4776183.78531;1;2;1;POINT (2307653.46438 4776183.78531);9;9;541106;PERUGINO
2360;16201;9;54039;PERUGIA;IL PANTANO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Strada del Giglio 13;;06132;PG;075 5289670;335 6054666;075 5289670;;ilpantano@pec.it;2296649.82082;4769414.3074900005;4;20;5;POINT (2296649.82082 4769414.307490001);9;9;541106;PERUGINO
2361;18811;9;54039;PERUGIA;IL PARCHETTO;Affittacamere;Affittacamere;Via Fonti Coperte 30;;06124;PG;333 2592525;;;;riccencio@gmail.com;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);9;9;541106;PERUGINO
2362;7953;9;54039;PERUGIA;IL PICCOLO PARADISO;Affittacamere;Affittacamere;Strada Comunale Valbiancara Montebagnolo 28/M;;06070;PG;075 5181580;;075 5837544;www.agrilife.com;ilpiccoloparadiso28@gmail.com;2306638.9565;4783760.235230001;4;7;2;POINT (2306638.9565 4783760.235230001);9;9;541106;PERUGINO
2363;17892;9;54039;PERUGIA;IL PINO;Agriturismo;3 spighe;Strada Marscianese 138;SANT'ENEA;06132;PG;348 3693506;;;www.agriturismoilpinoperugia.it;ilpino.agriturismo@libero.it;1956886.0;5128102.0;4;16;4;POINT (1956886 5128102);9;9;541106;PERUGINO
2364;6032;9;54039;PERUGIA;LA MACINA DELL'OSCANO;Agriturismo;3 spighe;Strada della Forcella 35;CENERENTE;06131;PG;075 584371;;075 690666;www.oscano.com;info@oscano.com;2304777.55149;4781390.27604;13;30;13;POINT (2304777.55149 4781390.27604);9;9;541106;PERUGINO
2365;7522;9;54039;PERUGIA;IL POETA CONTADINO;Country house;Country house;Strada delle Selvette - Loc. Pilonico Paterno 13;;06134;PG;075 6020260;335 7002616;;www.ilpoetacontadino.com;info@ilpoetacontadino.com;2315878.15358755;4779062.70930573;6;15;6;POINT (2315878.15358755 4779062.70930573);9;9;541106;PERUGINO
2366;9860;9;54039;PERUGIA;IL POGGIO DEGLI SCOIATTOLI;Agriturismo;4 spighe;Strada di Monte Pacciano 15;;06131;PG;075 5846035;339 1571711;;;ilpoggiodegliscoiattoli@gmail.com;2306630.56929945;4779435.30665675;3;13;3;POINT (2306630.56929945 4779435.30665675);9;9;541106;PERUGINO
2367;17042;9;54039;PERUGIA;IL POGGIO DEI TRE CONTADINI;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Strada Villa Pitignano 39;VILLA PITIGNANO;06134;PG;075 603869;339 5620228;;www.ilpoggiodeitrecontadini.it;ilpoggiodeitrecontadini@gmail.com;1956886.0;5128102.0;4;18;5;POINT (1956886 5128102);9;9;541106;PERUGINO
2368;15278;9;54039;PERUGIA;IL QUERCETO AFFITTACAMERE;Affittacamere;Affittacamere;Strada Colomba Pecorari 2;BOSCO;06134;PG;075 5913893;349 3263987;178 2702801;www.ilquerceto.umbria.it;info@ilquerceto.umbria.it;2314672.19938;4780261.58105;2;8;4;POINT (2314672.19938 4780261.58105);9;9;541106;PERUGINO
2369;15277;9;54039;PERUGIA;IL QUERCETO B&B;Bed & Breakfast;Bed & Breakfast;Strada Colomba Pecorari 2;BOSCO;06134;PG;075 5913893;349 3263987;178 2702801;www.ilquerceto.umbria.it;info@ilquerceto.umbria.it;2314672.19938;4780261.58105;1;2;1;POINT (2314672.19938 4780261.58105);9;9;541106;PERUGINO
2370;9599;9;54039;PERUGIA;IL RICCIO;Agriturismo;1 spiga;Strada Passera S.Lorenzo Pagino - Morleschio 25;;06134;PG;338 8420689;;;www.ilriccioagriturismo.com;info@ilriccioagritur.it;2314460.423291;4787488.77005643;2;4;2;POINT (2314460.423291 4787488.77005643);9;9;541106;PERUGINO
2371;5964;9;54039;PERUGIA;IL ROCOLO;Campeggio;2 stelle;Strada Fontana-Trinita' 1/ N;;06132;PG;075 9288029;320 2520935;075 9288029;www.ilrocolo.it;info@ilrocolo.it;2302466.30284;4776577.95962;100;300;16;POINT (2302466.30284 4776577.95962);9;9;541106;PERUGINO
2372;9158;9;54039;PERUGIA;IL ROMITORIO DI MONTE TEZIO;Agriturismo;5 spighe;Str. Colognola - Migiana di Monte Tezio 1/bis;MIGIANA DI MONTE TEZIO;06070;PG;333 4054632;;;www.montetezio.com;info@montetezio.com;2306798.96765082;4785751.766999;10;24;12;POINT (2306798.96765082 4785751.766999);9;9;541106;PERUGINO
2373;6056;9;54039;PERUGIA;IL ROSCIOLO;Agriturismo;2 spighe;Strada Fratticiola Selvatica 1;PICCIONE;06134;PG;075 691482;347 7555658;;www.agriturismoilrosciolo.com;info@agriturismoilrosciolo.com;2318687.1336;4783041.98515;11;28;11;POINT (2318687.1336 4783041.98515);9;9;541106;PERUGINO
2374;18826;9;54039;PERUGIA;IL SOGNO DI AMELIE;Bed & Breakfast;Bed & Breakfast;Via Ibisco 4;CENERENTE;06131;PG;075 5843022;328 1099408;;;pieroni.mrita@gmail.com;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);9;9;541106;PERUGINO
2375;13709;9;54039;PERUGIA;IL VECCHIO FIENILE;Country house;Country house;Strada del Boccio 2;PONTE FELCINO;06134;PG;392 4878081;;075 7823325;www.ilvecchiofienile.it;info@ilvecchiofienile.it;2311849.4408400003;4779730.55272;6;16;7;POINT (2311849.44084 4779730.55272);9;9;541106;PERUGINO
2376;9253;9;54039;PERUGIA;LA CASELLA;Affittacamere;Affittacamere;Str. Nerbone Lanciafame Casella 14;FRATTICIOLA SELVATICA;06134;PG;3357272772;;075 7823070;www.vacanzelacasella.it;info@vacanzelacasella.it;2315406.9571;4775235.01462;1;7;2;POINT (2315406.9571 4775235.01462);9;9;541106;PERUGINO
2377;14758;9;54039;PERUGIA;IL VECCHIO MANDORLO;Agriturismo;1 spiga;Strada Marscianese 80;SAN FORTUNATO DELLA COLLINA;06132;PG;075 388644;331 3812769;;www.ilvecchiomandorlo.com;info@ilvecchiomandorlo.com;2307157.79763;4769790.19263;10;30;12;POINT (2307157.79763 4769790.19263);9;9;541106;PERUGINO
